edge_id,length
:2361776410_2,4.80
:2361776410_3,5.35
:2361776410_4,10.55
:2361776410_5,4.67
:2361776410_6,5.10
:2361776410_7,9.65
:2361776410_8,4.67
:2361776431_0,6.10
:2361776431_1,2.34
:2361776431_4,2.34
:2361776431_2,6.02
:2361776431_3,2.34
:2361776431_5,2.34
:2361776435_0,5.50
:2361776435_1,0.73
:2361776435_4,0.73
:2361776435_2,5.50
:2361776435_3,0.73
:2361776435_5,0.73
:2361776437_0,5.26
:2361776437_1,1.46
:2361776437_2,5.52
:2361776437_3,1.46
:2361776439_0,5.41
:2361776439_1,2.34
:2361776439_4,2.34
:2361776439_2,3.86
:2361776439_3,2.34
:2361776439_5,2.34
:2361776467_0,6.12
:2361776467_1,0.73
:2361776467_4,0.73
:2361776467_2,6.00
:2361776467_3,0.73
:2361776467_5,0.73
:2361824347_0,4.67
:2361824362_0,5.00
:2361824362_1,2.34
:2361824362_4,2.34
:2361824362_2,5.00
:2361824362_3,2.34
:2361824362_5,2.34
:2361824372_0,9.63
:2361824372_1,2.08
:2361824372_4,3.54
:2361824372_2,7.46
:2361824372_3,2.07
:2361824372_5,2.60
:2361824375_0,5.00
:2361824375_2,2.34
:2361824375_6,2.34
:2361824375_3,5.00
:2361824375_5,2.34
:2361824375_7,2.34
:2361934185_0,3.21
:2361934185_1,4.87
:2361934185_2,3.84
:2361934185_3,1.46
:2361934232_0,1.63
:2361934232_1,0.54
:2361934271_0,4.95
:2361992568_0,5.07
:2361992569_0,8.46
:2361992569_1,2.34
:2361992569_4,2.34
:2361992569_2,8.13
:2361992569_3,2.34
:2361992569_5,2.34
:2362022792_0,4.67
:2362022802_0,7.54
:2362022802_1,4.67
:2362022802_2,5.71
:2362022802_3,10.07
:2364817467_0,9.08
:2364817467_1,10.10
:2364817467_2,4.67
:2364817467_3,7.32
:2364817467_4,11.88
:2364817467_5,4.67
:2364817467_6,5.56
:2364817467_7,9.88
:2364817467_8,4.93
:2364817479_0,11.70
:2364817479_1,17.50
:2364817479_2,4.67
:2364817479_3,7.03
:2364817479_4,12.89
:2364817479_5,2.34
:2364817479_9,2.34
:2364817479_6,12.89
:2364817479_7,5.35
:2364817479_8,2.34
:2364817479_10,8.45
:2364817479_11,2.34
:2364817480_0,4.67
:2380362214_0,5.04
:2380362217_0,5.00
:2407409510_0,9.53
:2407409510_1,5.10
:2407409510_2,2.34
:2407409510_9,5.13
:2407409510_10,2.34
:2407409510_3,5.05
:2407409510_4,10.27
:2407409510_5,4.67
:2407409510_6,5.03
:2407409510_7,9.44
:2407409510_8,2.34
:2407409510_11,2.34
:2407409513_0,9.50
:2407409513_1,5.03
:2407409513_2,2.34
:2407409513_9,5.20
:2407409513_10,2.34
:2407409513_3,5.19
:2407409513_4,10.43
:2407409513_5,4.67
:2407409513_6,5.07
:2407409513_7,9.44
:2407409513_8,2.34
:2407409513_11,2.34
:2407417278_0,4.57
:2407417278_1,8.83
:2407417278_2,2.34
:2407417278_9,2.34
:2407417278_3,8.83
:2407417278_4,5.10
:2407417278_5,2.34
:2407417278_10,5.10
:2407417278_11,2.34
:2407417278_6,5.01
:2407417278_7,9.70
:2407417278_8,4.67
:2407417279_0,5.01
:2407417279_1,9.42
:2407417279_2,2.04
:2407417279_3,2.34
:2407417279_16,8.14
:2407417279_17,2.34
:2407417279_4,5.05
:2407417279_5,9.42
:2407417279_6,10.16
:2407417279_7,4.67
:2407417279_8,5.02
:2407417279_9,9.47
:2407417279_10,2.06
:2407417279_11,2.34
:2407417279_18,8.14
:2407417279_19,2.34
:2407417279_12,5.02
:2407417279_13,9.42
:2407417279_14,10.21
:2407417279_15,4.67
:2407417280_0,5.02
:2407417280_1,9.41
:2407417280_2,7.77
:2407417280_3,6.22
:2407417280_4,7.77
:2407417280_5,4.67
:2407417280_6,5.00
:2407417280_7,6.22
:2407417280_8,4.67
:2407417281_0,5.01
:2407417281_1,6.24
:2407417281_2,4.67
:2407417281_3,5.04
:2407417281_4,9.42
:2407417281_5,7.77
:2407417281_6,6.24
:2407417281_7,7.79
:2407417281_8,4.67
:2407417282_0,5.05
:2407417282_1,9.41
:2407417282_2,7.76
:2407417282_3,6.26
:2407417282_4,7.77
:2407417282_5,4.67
:2407417282_6,5.01
:2407417282_7,6.22
:2407417282_8,4.67
:2407417283_0,5.07
:2407417283_1,6.26
:2407417283_2,4.67
:2407417283_3,5.01
:2407417283_4,9.42
:2407417283_5,7.78
:2407417283_6,6.22
:2407417283_7,7.76
:2407417283_8,4.67
:2407417284_0,5.04
:2407417284_1,6.31
:2407417284_2,4.67
:2407417284_3,5.01
:2407417284_4,9.41
:2407417284_5,7.79
:2407417284_6,6.24
:2407417284_7,7.78
:2407417284_8,4.67
:2407417285_0,5.04
:2407417285_1,9.43
:2407417285_2,7.84
:2407417285_3,6.27
:2407417285_4,7.83
:2407417285_5,4.67
:2407417285_6,5.04
:2407417285_7,6.40
:2407417285_8,4.67
:2407417286_0,6.49
:2407417286_1,11.74
:2407417286_2,4.67
:2407417286_3,11.95
:2407417286_4,12.62
:2407417286_5,4.67
:2407417286_6,9.82
:2407417286_7,15.69
:2407417286_8,4.67
:2407417287_0,6.37
:2407417287_1,12.26
:2407417287_2,4.67
:2407417287_3,9.56
:2407417287_4,11.48
:2407417287_5,2.34
:2407417287_9,2.34
:2407417287_6,11.48
:2407417287_7,6.53
:2407417287_8,2.34
:2407417287_10,8.77
:2407417287_11,2.34
:2407417288_0,9.03
:2407417288_1,4.67
:2407417288_2,10.32
:2407417288_3,14.41
:2407417289_0,5.48
:2407417289_1,9.75
:2407417289_2,2.44
:2407417289_3,2.34
:2407417289_16,7.99
:2407417289_17,2.34
:2407417289_4,5.06
:2407417289_5,9.75
:2407417289_6,10.47
:2407417289_7,4.67
:2407417289_8,5.55
:2407417289_9,9.78
:2407417289_10,2.50
:2407417289_11,2.34
:2407417289_18,7.95
:2407417289_19,2.34
:2407417289_12,5.07
:2407417289_13,9.77
:2407417289_14,10.47
:2407417289_15,4.67
:2407417290_0,5.19
:2407417290_1,9.45
:2407417290_2,2.12
:2407417290_3,2.34
:2407417290_16,8.07
:2407417290_17,2.34
:2407417290_4,5.12
:2407417290_5,9.71
:2407417290_6,10.32
:2407417290_7,4.67
:2407417290_8,5.04
:2407417290_9,9.42
:2407417290_10,2.08
:2407417290_11,2.34
:2407417290_18,8.24
:2407417290_19,2.34
:2407417290_12,5.04
:2407417290_13,9.50
:2407417290_14,10.20
:2407417290_15,4.67
:2407417291_0,5.01
:2407417291_1,6.32
:2407417291_2,4.67
:2407417291_3,5.12
:2407417291_4,9.46
:2407417291_5,7.83
:2407417291_6,6.31
:2407417291_7,7.84
:2407417291_8,4.67
:2407423499_0,9.42
:2407423499_1,7.89
:2407423499_2,7.84
:2407423499_3,4.67
:2407423500_0,5.01
:2407423500_1,9.43
:2407423500_2,2.04
:2407423500_3,2.34
:2407423500_16,8.14
:2407423500_17,2.34
:2407423500_4,5.02
:2407423500_5,9.41
:2407423500_6,10.16
:2407423500_7,4.67
:2407423500_8,5.00
:2407423500_9,9.43
:2407423500_10,2.03
:2407423500_11,2.34
:2407423500_18,8.16
:2407423500_19,2.34
:2407423500_12,5.06
:2407423500_13,9.44
:2407423500_14,10.20
:2407423500_15,4.67
:2407423501_0,5.17
:2407423501_1,9.44
:2407423501_2,2.09
:2407423501_3,2.34
:2407423501_16,8.04
:2407423501_17,2.34
:2407423501_4,5.07
:2407423501_5,9.66
:2407423501_6,10.30
:2407423501_7,4.67
:2407423501_8,5.09
:2407423501_9,9.48
:2407423501_10,2.15
:2407423501_11,2.34
:2407423501_18,8.22
:2407423501_19,2.34
:2407423501_12,5.05
:2407423501_13,9.49
:2407423501_14,10.22
:2407423501_15,4.67
:2407423502_0,5.13
:2407423502_1,9.48
:2407423502_2,4.67
:2407423502_3,5.01
:2407423502_4,9.55
:2407423502_6,7.96
:2407423502_7,9.61
:2407423502_8,7.87
:2407423502_9,4.67
:2407423503_0,12.18
:2407423503_1,13.15
:2407423503_2,4.67
:2407423503_3,10.91
:2407423503_4,16.46
:2407423503_5,4.67
:2407423503_6,6.72
:2407423503_7,12.21
:2407423503_8,4.67
:2407423504_0,12.85
:2407423504_1,4.67
:2407423504_2,13.44
:2407423504_4,13.08
:2407423509_0,5.00
:2407423509_1,12.39
:2407423509_2,11.88
:2407423509_3,5.27
:2407423509_4,4.18
:2407423509_5,2.19
:2407423509_9,5.65
:2407423509_10,7.35
:2407423509_11,2.49
:2407423509_6,7.56
:2407423509_7,8.40
:2407423509_8,4.67
:2407423513_0,5.01
:2407423513_1,10.16
:2407423513_2,4.67
:2407423513_3,5.02
:2407423513_4,9.40
:2407423513_5,4.67
:2407423513_6,9.40
:2407423513_7,10.19
:2407423513_8,4.67
:2407423514_0,9.40
:2407423514_1,10.16
:2407423514_2,4.67
:2407423514_3,5.02
:2407423514_4,10.19
:2407423514_5,4.67
:2407423514_6,5.01
:2407423514_7,9.40
:2407423514_8,4.67
:2407423515_0,5.01
:2407423515_1,4.67
:2407423515_2,5.02
:2407423515_3,9.41
:2407423516_0,5.06
:2407423516_1,9.44
:2407423516_2,7.89
:2407423516_3,6.31
:2407423516_4,7.86
:2407423516_5,4.67
:2407423516_6,5.10
:2407423516_7,6.53
:2407423516_8,4.67
:2407423517_0,5.00
:2407423517_1,9.59
:2407423517_2,4.67
:2407423517_3,5.35
:2407423517_4,9.58
:2407423517_6,7.92
:2407423517_7,9.57
:2407423517_8,7.89
:2407423517_9,4.67
:2407423518_0,5.03
:2407423518_1,9.52
:2407423518_2,2.05
:2407423518_3,2.34
:2407423518_16,8.23
:2407423518_17,2.34
:2407423518_4,5.30
:2407423518_5,9.65
:2407423518_6,10.38
:2407423518_7,4.67
:2407423518_8,5.05
:2407423518_9,9.54
:2407423518_10,2.10
:2407423518_11,2.34
:2407423518_18,8.20
:2407423518_19,2.34
:2407423518_12,5.10
:2407423518_13,9.48
:2407423518_14,10.17
:2407423518_15,4.67
:2407423520_0,8.83
:2407423520_1,5.12
:2407423520_2,2.34
:2407423520_9,5.12
:2407423520_10,2.34
:2407423520_3,5.02
:2407423520_4,9.71
:2407423520_5,4.67
:2407423520_6,4.61
:2407423520_7,8.83
:2407423520_8,2.34
:2407423520_11,2.34
:2407810974_0,5.02
:2407810974_1,9.44
:2407810974_2,7.80
:2407810974_3,6.26
:2407810974_4,7.78
:2407810974_5,4.67
:2407810974_6,5.10
:2407810974_7,6.30
:2407810974_8,4.67
:2407810983_0,5.15
:2407810983_1,6.36
:2407810983_2,4.67
:2407810983_3,5.04
:2407810983_4,9.48
:2407810983_5,7.87
:2407810983_6,6.36
:2407810983_7,7.81
:2407810983_8,4.67
:2407810984_0,5.08
:2407810984_1,9.50
:2407810984_2,7.89
:2407810984_3,6.38
:2407810984_4,7.75
:2407810984_5,4.67
:2407810984_6,5.17
:2407810984_7,6.41
:2407810984_8,4.67
:2408071622_0,5.04
:2408071622_1,6.30
:2408071622_2,4.67
:2408071622_3,5.01
:2408071622_4,9.41
:2408071622_5,7.78
:2408071622_6,6.23
:2408071622_7,7.78
:2408071622_8,4.67
:2408071624_0,9.28
:2408071624_1,7.84
:2408071624_2,7.77
:2408071624_3,4.67
:2408071625_0,9.37
:2408071625_1,5.10
:2408071625_2,2.34
:2408071625_9,5.10
:2408071625_10,2.34
:2408071625_3,5.01
:2408071625_4,10.15
:2408071625_5,4.67
:2408071625_6,5.04
:2408071625_7,9.39
:2408071625_8,2.34
:2408071625_11,2.34
:2408071626_0,5.00
:2408071626_1,6.20
:2408071626_2,4.67
:2408071626_3,5.01
:2408071626_4,9.41
:2408071626_5,7.76
:2408071626_6,6.20
:2408071626_7,7.76
:2408071626_8,4.67
:2408071627_0,5.02
:2408071627_1,9.41
:2408071627_2,7.79
:2408071627_3,6.24
:2408071627_4,7.77
:2408071627_5,4.67
:2408071627_6,5.07
:2408071627_7,6.33
:2408071627_8,4.67
:2408071629_0,5.08
:2408071629_1,9.44
:2408071629_2,7.79
:2408071629_3,6.28
:2408071629_4,7.81
:2408071629_5,4.67
:2408071629_6,5.01
:2408071629_7,6.28
:2408071629_8,4.67
:2408071630_0,5.00
:2408071630_1,6.21
:2408071630_2,4.67
:2408071630_3,5.01
:2408071630_4,9.40
:2408071630_5,7.76
:2408071630_6,6.21
:2408071630_7,7.76
:2408071630_8,4.67
:2408071631_0,5.00
:2408071631_1,9.41
:2408071631_2,7.76
:2408071631_3,6.21
:2408071631_4,7.76
:2408071631_5,4.67
:2408071631_6,5.01
:2408071631_7,6.21
:2408071631_8,4.67
:2408071634_0,5.02
:2408071634_1,9.41
:2408071634_2,2.03
:2408071634_3,2.34
:2408071634_16,8.14
:2408071634_17,2.34
:2408071634_4,5.05
:2408071634_5,9.47
:2408071634_6,10.21
:2408071634_7,4.67
:2408071634_8,5.01
:2408071634_9,9.41
:2408071634_10,2.04
:2408071634_11,2.34
:2408071634_18,8.15
:2408071634_19,2.34
:2408071634_12,5.02
:2408071634_13,9.42
:2408071634_14,10.16
:2408071634_15,4.67
:2408071635_0,5.30
:2408071635_1,9.50
:2408071635_2,7.86
:2408071635_3,6.45
:2408071635_4,7.86
:2408071635_5,4.67
:2408071635_6,5.03
:2408071635_7,6.34
:2408071635_8,4.67
:2408071636_0,5.05
:2408071636_1,9.43
:2408071636_2,2.05
:2408071636_3,2.34
:2408071636_16,8.10
:2408071636_17,2.34
:2408071636_4,5.01
:2408071636_5,9.45
:2408071636_6,10.20
:2408071636_7,4.67
:2408071636_8,5.10
:2408071636_9,9.50
:2408071636_10,2.14
:2408071636_11,2.34
:2408071636_18,8.12
:2408071636_19,2.34
:2408071636_12,5.02
:2408071636_13,9.44
:2408071636_14,10.21
:2408071636_15,4.67
:2408071637_0,5.11
:2408071637_1,6.34
:2408071637_2,4.67
:2408071637_3,5.02
:2408071637_4,9.42
:2408071637_5,7.80
:2408071637_6,6.24
:2408071637_7,7.78
:2408071637_8,4.67
:2408071640_0,5.02
:2408071640_1,9.43
:2408071640_3,3.08
:2408071640_4,2.34
:2408071640_18,9.80
:2408071640_19,2.34
:2408071640_5,5.13
:2408071640_6,15.88
:2408071640_7,12.90
:2408071640_8,4.67
:2408071640_9,5.01
:2408071640_10,9.48
:2408071640_12,3.10
:2408071640_13,2.34
:2408071640_20,9.80
:2408071640_21,2.34
:2408071640_14,5.02
:2408071640_15,15.83
:2408071640_16,12.87
:2408071640_17,4.67
:2408071641_0,5.14
:2408071641_1,9.58
:2408071641_2,2.18
:2408071641_3,2.34
:2408071641_16,8.28
:2408071641_17,2.34
:2408071641_4,5.65
:2408071641_5,9.72
:2408071641_6,10.12
:2408071641_7,4.67
:2408071641_8,4.99
:2408071641_9,9.91
:2408071641_10,2.06
:2408071641_11,2.34
:2408071641_18,8.39
:2408071641_19,2.34
:2408071641_12,5.32
:2408071641_13,9.77
:2408071641_14,10.72
:2408071641_15,4.67
:2423725708_0,6.72
:2423725708_1,12.09
:2423725708_2,4.67
:2423725708_3,5.48
:2423725708_4,9.79
:2423725708_5,2.34
:2423725708_9,2.34
:2423725708_6,9.75
:2423725708_7,4.45
:2423725708_8,2.34
:2423725708_10,6.15
:2423725708_11,2.34
:2423725713_0,4.67
:2426268508_0,3.37
:2426268508_1,4.98
:2426268508_2,1.46
:2426268508_3,4.93
:2426268508_4,4.91
:2426268508_5,1.46
:2426268508_6,3.22
:2426268508_7,4.86
:2426268508_8,1.46
:24371417-AddedOnRampNode_0,8.00
:2438331702_0,5.13
:2438331702_1,5.13
:2438331704_0,4.99
:2438331704_1,5.60
:2439079313_0,4.67
:2439079332_0,5.00
:2439079332_1,4.67
:2439079332_2,5.00
:2439079332_3,4.67
:2439502551_0,5.63
:2439502551_1,10.28
:2439502551_2,3.20
:2439502551_3,4.67
:2439502551_4,4.95
:2439502551_5,4.95
:2439502551_6,9.55
:2439502551_7,4.67
:2439502551_8,4.85
:2439502551_9,3.00
:2439502551_10,3.00
:2439502551_11,4.67
:2439502551_12,5.63
:2439502551_13,10.28
:2439502551_14,3.20
:2439502551_15,4.67
:24411825#2-AddedOnRampNode_0,8.00
:24419294-AddedOffRampNode_0,8.40
:24444085#1-AddedOnRampNode_0,8.00
:24444087-AddedOffRampNode_0,8.40
:2445922139_0,6.22
:2445922139_1,2.34
:2445922139_6,2.34
:2445922139_2,6.26
:2445922139_3,2.34
:2445922139_7,2.34
:2445922139_4,5.11
:2445922139_5,7.97
:2445922165_0,7.35
:2445922171_0,4.67
:2445922203_0,5.05
:2445936438_0,9.45
:2445936438_1,4.67
:2445936438_2,9.67
:2445936438_3,9.83
:2445936444_0,5.96
:2445936444_1,2.92
:2445936444_2,2.34
:2445936444_6,4.81
:2445936444_7,2.34
:2445936444_3,4.99
:2445936444_4,6.12
:2445936444_5,2.34
:2445936444_8,2.34
:244866120#9-AddedOnRampNode_0,8.00
:2449868085_0,3.25
:2449868085_1,4.97
:2449868085_2,2.34
:2449868085_9,2.34
:2449868085_3,4.91
:2449868085_4,1.58
:2449868085_5,2.34
:2449868085_10,5.14
:2449868085_11,2.34
:2449868085_6,3.23
:2449868085_7,8.64
:2449868085_8,1.46
:2450166154_0,4.67
:2450166164_0,5.18
:2450166164_1,9.50
:2450166164_2,5.08
:2450166164_3,4.67
:2450166166_0,9.42
:2450166166_1,10.52
:2450166166_2,4.67
:2450166166_3,5.09
:2450166166_4,10.19
:2450166166_5,4.67
:2450166166_6,5.30
:2450166166_7,9.42
:2450166166_8,4.67
:2450166169_0,9.18
:2450166169_1,10.11
:2450166169_2,4.67
:2450166169_3,4.99
:2450166169_4,10.05
:2450166169_5,4.67
:2450166169_6,5.02
:2450166169_7,9.33
:2450166169_8,4.67
:2450166170_0,4.67
:2450166172_0,5.26
:2450166172_1,9.50
:2450166172_2,5.98
:2450166172_3,4.67
:2450166173_0,9.52
:2450166173_1,10.31
:2450166173_2,4.67
:2450166173_3,5.04
:2450166173_4,10.23
:2450166173_5,4.67
:2450166173_6,5.08
:2450166173_7,9.44
:2450166173_8,4.67
:2450166178_0,6.29
:2450166178_1,9.70
:2450166178_2,4.67
:2450166178_3,9.84
:2450166178_4,11.71
:2450166178_5,4.67
:2450166178_6,5.38
:2450166178_7,10.56
:2450166178_8,4.67
:2450166180_0,4.67
:2450166184_0,5.21
:2450166184_1,10.42
:2450166184_2,4.67
:2450166184_3,5.06
:2450166184_4,9.41
:2450166184_5,4.67
:2450166184_6,9.41
:2450166184_7,10.18
:2450166184_8,4.67
:2450166186_0,6.47
:2450166186_1,9.68
:2450166186_2,5.40
:2450166186_3,4.67
:2450166187_0,9.57
:2450166187_1,13.13
:2450166187_2,12.97
:2450166187_3,4.67
:2450166187_4,5.71
:2450166187_5,13.02
:2450166187_6,13.88
:2450166187_7,4.67
:2450166187_8,10.80
:2450166187_9,13.57
:2450166187_10,12.82
:2450166187_11,4.67
:2450166187_12,5.67
:2450166187_13,13.56
:2450166187_14,13.66
:2450166187_15,4.67
:2450166191_0,9.40
:2450166191_1,10.17
:2450166191_2,4.67
:2450166191_3,5.09
:2450166191_4,10.27
:2450166191_5,4.67
:2450166191_6,5.03
:2450166191_7,9.40
:2450166191_8,4.67
:2450166195_0,5.56
:2450166195_1,9.83
:2450166195_2,10.56
:2450166195_3,4.67
:2450166195_4,5.10
:2450166195_5,9.77
:2450166195_6,10.50
:2450166195_7,4.67
:2450166195_8,5.57
:2450166195_9,9.78
:2450166195_10,10.37
:2450166195_11,4.67
:2450166195_12,5.05
:2450166195_13,9.83
:2450166195_14,10.50
:2450166195_15,4.67
:2450166198_0,4.67
:2450166204_0,9.25
:2450166204_1,12.50
:2450166204_2,4.67
:2450166204_3,5.59
:2450166204_4,10.42
:2450166204_5,4.67
:2450166204_6,7.33
:2450166204_7,9.85
:2450166204_8,4.67
:2450166229_0,5.15
:2450166229_1,10.35
:2450166229_2,4.67
:2450166229_3,5.05
:2450166229_4,9.41
:2450166229_5,2.34
:2450166229_9,2.34
:2450166229_6,9.42
:2450166229_7,5.02
:2450166229_8,2.34
:2450166229_10,5.16
:2450166229_11,2.34
:2450166239_0,9.40
:2450166239_1,10.17
:2450166239_2,4.67
:2450166239_3,5.15
:2450166239_4,10.35
:2450166239_5,4.67
:2450166239_6,5.04
:2450166239_7,9.40
:2450166239_8,4.67
:2450166247_0,7.91
:2450166247_1,2.64
:2450166248_0,4.67
:2450166252_0,4.67
:2450166278_0,5.27
:2450166278_1,6.28
:2450166296_0,4.67
:2450166298_0,5.16
:2450166298_1,10.36
:2450166298_2,4.67
:2450166298_3,5.05
:2450166298_4,9.40
:2450166298_5,4.67
:2450166298_6,9.40
:2450166298_7,10.17
:2450166298_8,4.67
:2450166299_0,7.85
:2450166299_1,2.62
:2450166304_0,5.02
:2450166304_1,6.20
:2450166307_0,5.05
:2450166307_1,5.61
:2450166307_2,2.34
:2450166307_9,2.34
:2450166307_3,5.60
:2450166307_4,2.63
:2450166307_5,2.34
:2450166307_10,4.82
:2450166307_11,2.34
:2450166307_6,3.19
:2450166307_7,10.15
:2450166307_8,4.67
:2450166309_0,4.67
:2450166310_0,5.03
:2450166310_1,4.67
:2450166310_2,5.08
:2450166310_3,9.42
:2450166314_0,4.67
:2450166317_0,3.20
:2450166317_1,11.73
:2450166317_2,4.67
:2450166317_3,3.20
:2450166317_4,11.73
:2450166317_5,4.67
:2450166317_6,6.93
:2450166317_7,6.93
:2450166317_8,4.67
:2450166318_0,5.00
:2450166318_1,9.25
:2450166318_2,4.67
:2450166318_3,8.94
:2450166318_4,9.94
:2450166318_5,4.67
:2450166318_6,5.14
:2450166318_7,10.17
:2450166318_8,4.67
:2450166320_0,8.82
:2450166320_1,10.22
:2450166320_2,4.67
:2450166320_3,5.01
:2450166320_4,9.88
:2450166320_5,4.67
:2450166320_6,5.22
:2450166320_7,9.22
:2450166320_8,4.67
:2450166325_0,5.08
:2450166325_1,9.39
:2450166325_2,4.67
:2450166325_3,9.38
:2450166325_4,10.26
:2450166325_5,4.67
:2450166325_6,5.02
:2450166325_7,10.16
:2450166325_8,4.67
:2450166329_0,9.58
:2450166329_1,10.26
:2450166329_2,4.67
:2450166329_3,5.06
:2450166329_4,10.30
:2450166329_5,4.67
:2450166329_6,5.03
:2450166329_7,9.46
:2450166329_8,4.67
:2450166330_0,5.02
:2450166330_1,9.39
:2450166330_2,4.67
:2450166330_3,9.38
:2450166330_4,10.18
:2450166330_5,4.67
:2450166330_6,5.00
:2450166330_7,10.15
:2450166330_8,4.67
:2450166332_0,5.05
:2450166332_1,9.42
:2450166332_2,4.67
:2450166332_3,9.46
:2450166332_4,10.24
:2450166332_5,4.67
:2450166332_6,5.02
:2450166332_7,10.19
:2450166332_8,4.67
:2450166335_0,5.05
:2450166335_1,9.41
:2450166335_2,4.67
:2450166335_3,9.44
:2450166335_4,10.23
:2450166335_5,4.67
:2450166335_6,5.02
:2450166335_7,10.18
:2450166335_8,4.67
:2450166336_0,5.03
:2450166336_1,10.19
:2450166336_2,4.67
:2450166336_3,5.10
:2450166336_4,9.42
:2450166336_5,4.67
:2450166336_6,9.46
:2450166336_7,10.30
:2450166336_8,4.67
:2450166337_0,5.00
:2450166337_1,9.38
:2450166337_2,4.67
:2450166337_3,9.34
:2450166337_4,10.13
:2450166337_5,4.67
:2450166337_6,5.03
:2450166337_7,10.17
:2450166337_8,4.67
:2450166339_0,9.61
:2450166339_1,10.28
:2450166339_2,4.67
:2450166339_3,5.18
:2450166339_4,10.46
:2450166339_5,4.67
:2450166339_6,5.07
:2450166339_7,9.47
:2450166339_8,4.67
:2450166340_0,5.72
:2450166340_1,11.85
:2450166340_2,4.67
:2450166340_3,6.74
:2450166340_4,10.55
:2450166340_5,4.67
:2450166340_6,12.02
:2450166340_7,13.00
:2450166340_8,4.67
:2450166342_0,6.44
:2450166342_1,11.62
:2450166342_2,4.67
:2450166342_3,11.55
:2450166342_4,12.36
:2450166342_5,4.67
:2450166342_6,9.79
:2450166342_7,15.53
:2450166342_8,4.67
:2450166348_0,5.60
:2450166348_1,8.69
:2450166348_2,4.67
:2450166348_3,6.77
:2450166348_4,10.00
:2450166348_5,4.67
:2450166348_6,4.96
:2450166348_7,8.83
:2450166348_8,4.67
:2450166349_0,11.15
:2450166349_1,12.04
:2450166349_2,4.67
:2450166349_3,9.48
:2450166349_4,15.12
:2450166349_5,4.67
:2450166349_6,6.32
:2450166349_7,11.35
:2450166349_8,4.67
:2450166350_0,9.41
:2450166350_1,10.18
:2450166350_2,4.67
:2450166350_3,5.00
:2450166350_4,10.17
:2450166350_5,4.67
:2450166350_6,5.01
:2450166350_7,9.40
:2450166350_8,4.67
:2450166351_0,9.55
:2450166351_1,10.42
:2450166351_2,4.67
:2450166351_3,5.06
:2450166351_4,10.25
:2450166351_5,4.67
:2450166351_6,5.17
:2450166351_7,9.45
:2450166351_8,4.67
:2450166352_0,5.42
:2450166352_1,9.64
:2450166352_2,10.21
:2450166352_3,4.67
:2450166352_4,5.01
:2450166352_5,9.74
:2450166352_6,10.39
:2450166352_7,4.67
:2450166352_8,5.35
:2450166352_9,9.71
:2450166352_10,10.52
:2450166352_11,4.67
:2450166352_12,5.09
:2450166352_13,9.61
:2450166352_14,10.40
:2450166352_15,4.67
:2450166354_0,11.84
:2450166354_1,13.80
:2450166354_2,4.67
:2450166354_3,5.94
:2450166354_4,12.00
:2450166354_5,4.67
:2450166354_6,7.74
:2450166354_7,10.79
:2450166354_8,4.67
:2450166355_0,10.65
:2450166355_1,13.89
:2450166355_2,4.67
:2450166355_3,5.97
:2450166355_4,11.47
:2450166355_5,4.67
:2450166355_6,8.33
:2450166355_7,10.65
:2450166355_8,4.67
:2450166356_0,8.80
:2450166356_1,10.85
:2450166356_2,4.67
:2450166356_3,10.60
:2450166356_4,14.31
:2450166356_5,4.67
:2450166356_6,6.08
:2450166356_7,11.54
:2450166356_8,4.67
:2450166357_0,10.55
:2450166357_1,13.69
:2450166357_2,4.67
:2450166357_3,5.91
:2450166357_4,11.37
:2450166357_5,4.67
:2450166357_6,8.16
:2450166357_7,10.55
:2450166357_8,4.67
:2450166358_0,10.15
:2450166358_1,13.40
:2450166358_2,4.67
:2450166358_3,5.83
:2450166358_4,11.09
:2450166358_5,4.67
:2450166358_6,7.97
:2450166358_7,10.36
:2450166358_8,4.67
:2450166359_0,10.27
:2450166359_1,13.30
:2450166359_2,4.70
:2450166359_3,6.49
:2450166359_4,11.13
:2450166359_5,4.67
:2450166359_6,7.83
:2450166359_7,10.37
:2450166359_8,4.67
:2453689053_0,9.41
:2453689053_1,10.18
:2453689053_2,4.67
:2453689053_3,5.16
:2453689053_4,10.36
:2453689053_5,4.67
:2453689053_6,5.05
:2453689053_7,9.41
:2453689053_8,4.67
:2459804824_0,4.67
:2459804826_0,5.04
:2459804826_1,10.21
:2459804826_2,4.67
:2459804826_3,5.11
:2459804826_4,9.43
:2459804826_5,4.67
:2459804826_6,9.48
:2459804826_7,10.33
:2459804826_8,4.67
:2459804829_0,4.67
:2461134154_0,5.02
:2461134154_1,10.16
:2461134154_2,4.67
:2461134154_3,5.08
:2461134154_4,9.40
:2461134154_5,4.67
:2461134154_6,9.40
:2461134154_7,10.26
:2461134154_8,4.67
:2461134157_0,7.77
:2461134157_1,10.14
:2461134157_2,4.67
:2461134157_3,4.99
:2461134157_4,8.38
:2461134157_5,4.67
:2461134157_6,4.57
:2461134157_7,8.85
:2461134157_8,5.28
:2461134164_0,4.67
:2461134183_0,5.06
:2461134183_1,9.19
:2461134183_2,4.67
:2461134183_3,5.79
:2461134183_4,8.90
:2461134183_5,4.67
:2461134183_6,7.43
:2461134183_7,10.40
:2461134183_8,4.67
:2461134187_0,4.67
:2461134189_0,4.67
:2461134198_0,5.04
:2461134198_1,9.40
:2461134198_2,4.67
