edge_id,length
:307560615_18,9.22
:307560615_19,2.34
:307560659_0,8.90
:307560659_1,13.98
:307560659_2,4.67
:307560659_3,8.93
:307560659_4,14.16
:307560659_5,2.34
:307560659_9,2.34
:307560659_6,14.00
:307560659_7,5.64
:307560659_8,2.34
:307560659_10,8.35
:307560659_11,2.34
:307560718_0,9.07
:307560718_1,14.67
:307560718_2,4.67
:307560718_3,10.28
:307560718_4,14.60
:307560718_5,2.34
:307560718_9,2.34
:307560718_6,14.66
:307560718_7,6.16
:307560718_8,2.34
:307560718_10,8.99
:307560718_11,2.34
:307560733_0,14.59
:307560733_1,5.68
:307560733_2,2.34
:307560733_9,8.94
:307560733_10,2.34
:307560733_3,10.20
:307560733_4,15.08
:307560733_5,4.67
:307560733_6,9.06
:307560733_7,14.56
:307560733_8,2.34
:307560733_11,2.34
:307560737_0,9.04
:307560737_1,14.26
:307560737_2,4.67
:307560737_3,9.34
:307560737_4,14.39
:307560737_5,2.34
:307560737_9,2.34
:307560737_6,14.36
:307560737_7,5.88
:307560737_8,2.34
:307560737_10,8.52
:307560737_11,2.34
:307560818_0,9.32
:307560818_1,14.41
:307560818_2,2.34
:307560818_9,2.34
:307560818_3,14.41
:307560818_4,5.94
:307560818_5,2.34
:307560818_10,8.46
:307560818_11,2.34
:307560818_6,9.04
:307560818_7,14.27
:307560818_8,4.67
:307560820_0,14.12
:307560820_1,5.63
:307560820_2,2.34
:307560820_9,8.76
:307560820_10,2.34
:307560820_3,9.04
:307560820_4,14.20
:307560820_5,4.67
:307560820_6,9.46
:307560820_7,14.32
:307560820_8,2.34
:307560820_11,2.34
:307560832_0,9.03
:307560832_1,14.23
:307560832_2,4.67
:307560832_3,9.15
:307560832_4,14.40
:307560832_5,2.34
:307560832_9,2.34
:307560832_6,14.41
:307560832_7,5.94
:307560832_8,2.34
:307560832_10,8.35
:307560832_11,2.34
:307560833_0,14.54
:307560833_1,6.10
:307560833_2,2.34
:307560833_9,8.37
:307560833_10,2.34
:307560833_3,9.04
:307560833_4,14.33
:307560833_5,4.67
:307560833_6,9.32
:307560833_7,14.45
:307560833_8,2.34
:307560833_11,2.34
:307560842_0,11.15
:307560842_1,15.87
:307560842_2,6.10
:307560842_3,2.34
:307560842_16,9.06
:307560842_17,2.34
:307560842_4,9.07
:307560842_5,15.77
:307560842_6,15.73
:307560842_7,4.67
:307560842_8,11.37
:307560842_9,15.85
:307560842_10,5.98
:307560842_11,2.34
:307560842_18,8.92
:307560842_19,2.34
:307560842_12,9.05
:307560842_13,15.93
:307560842_14,15.66
:307560842_15,4.67
:307560846_0,3.86
:307560846_1,2.34
:307560846_4,2.34
:307560846_2,4.64
:307560846_3,2.34
:307560846_5,2.34
:307560853_0,14.38
:307560853_1,5.87
:307560853_2,2.34
:307560853_9,9.16
:307560853_10,2.34
:307560853_3,9.06
:307560853_4,14.54
:307560853_5,4.67
:307560853_6,10.24
:307560853_7,14.49
:307560853_8,2.34
:307560853_11,2.34
:307560854_0,14.40
:307560854_1,5.93
:307560854_2,2.34
:307560854_9,8.32
:307560854_10,2.34
:307560854_3,9.03
:307560854_4,14.21
:307560854_5,4.67
:307560854_6,9.11
:307560854_7,14.40
:307560854_8,2.34
:307560854_11,2.34
:307560855_0,4.67
:307560856_0,5.41
:307560856_1,9.28
:307560856_2,2.34
:307560856_9,2.34
:307560856_3,8.96
:307560856_4,5.05
:307560856_5,2.34
:307560856_10,5.43
:307560856_11,2.34
:307560856_6,5.08
:307560856_7,9.97
:307560856_8,4.67
:307560860_0,5.47
:307560860_1,10.49
:307560860_2,4.86
:307560860_3,4.99
:307560860_4,9.41
:307560860_5,2.34
:307560860_9,2.34
:307560860_6,8.38
:307560860_7,4.30
:307560860_8,2.34
:307560860_10,5.23
:307560860_11,2.34
:307560869_0,5.29
:307560869_1,9.49
:307560869_2,2.34
:307560869_9,2.34
:307560869_3,9.66
:307560869_4,5.30
:307560869_5,2.34
:307560869_10,5.30
:307560869_11,2.34
:307560869_6,5.11
:307560869_7,10.32
:307560869_8,4.67
:307560870_0,4.67
:307560871_0,14.53
:307560871_1,6.07
:307560871_2,2.34
:307560871_9,8.37
:307560871_10,2.34
:307560871_3,9.04
:307560871_4,14.32
:307560871_5,4.67
:307560871_6,9.31
:307560871_7,14.45
:307560871_8,2.34
:307560871_11,2.34
:307560872_0,9.13
:307560872_1,14.39
:307560872_2,2.34
:307560872_9,2.34
:307560872_3,14.38
:307560872_4,5.91
:307560872_5,2.34
:307560872_10,8.35
:307560872_11,2.34
:307560872_6,9.03
:307560872_7,14.21
:307560872_8,4.67
:307560873_0,14.58
:307560873_1,6.14
:307560873_2,2.34
:307560873_9,8.16
:307560873_10,2.34
:307560873_3,9.03
:307560873_4,14.28
:307560873_5,4.67
:307560873_6,9.08
:307560873_7,14.46
:307560873_8,2.34
:307560873_11,2.34
:307560874_0,4.67
:307560885_0,7.53
:307560885_1,4.76
:307560885_2,2.61
:307560885_9,7.11
:307560885_10,2.15
:307560885_3,5.48
:307560885_4,9.54
:307560885_5,4.67
:307560885_6,7.68
:307560885_7,9.49
:307560885_8,2.57
:307560885_11,2.10
:307560888_0,4.67
:307560902_0,14.49
:307560902_1,6.03
:307560902_2,2.34
:307560902_9,8.50
:307560902_10,2.34
:307560902_3,9.04
:307560902_4,14.34
:307560902_5,4.67
:307560902_6,9.44
:307560902_7,14.44
:307560902_8,2.34
:307560902_11,2.34
:307560905_0,13.67
:307560905_1,14.90
:307560905_2,14.28
:307560905_3,2.56
:307560905_6,2.11
:307560905_4,9.03
:307560905_5,2.08
:307560905_7,2.59
:307560906_0,9.03
:307560906_1,14.38
:307560906_2,2.34
:307560906_9,2.34
:307560906_3,14.33
:307560906_4,5.83
:307560906_5,2.34
:307560906_10,8.34
:307560906_11,2.34
:307560906_6,9.07
:307560906_7,14.20
:307560906_8,4.67
:307560908_0,6.20
:307560908_1,2.94
:307560908_2,2.34
:307560908_6,4.82
:307560908_7,2.34
:307560908_3,5.00
:307560908_4,6.20
:307560908_5,2.34
:307560908_8,2.34
:307560917_0,14.40
:307560917_1,5.88
:307560917_2,2.34
:307560917_9,8.36
:307560917_10,2.34
:307560917_3,9.18
:307560917_4,14.30
:307560917_5,4.67
:307560917_6,9.03
:307560917_7,14.40
:307560917_8,2.34
:307560917_11,2.34
:307560920_0,14.44
:307560920_1,6.10
:307560920_2,2.34
:307560920_9,9.63
:307560920_10,2.34
:307560920_3,9.11
:307560920_4,14.91
:307560920_5,4.67
:307560920_6,11.29
:307560920_7,14.73
:307560920_8,2.34
:307560920_11,2.34
:307560923_0,8.09
:307560923_1,12.70
:307560923_2,4.67
:307560923_3,8.08
:307560923_4,12.78
:307560923_5,2.34
:307560923_9,2.34
:307560923_6,11.81
:307560923_7,5.22
:307560923_8,2.34
:307560923_10,7.47
:307560923_11,2.34
:307560927_0,9.17
:307560927_1,14.34
:307560927_2,2.34
:307560927_9,2.34
:307560927_3,14.22
:307560927_4,5.73
:307560927_5,2.34
:307560927_10,8.50
:307560927_11,2.34
:307560927_6,9.03
:307560927_7,14.16
:307560927_8,4.67
:307560949_0,9.86
:307560949_1,13.64
:307560949_2,5.47
:307560949_3,8.48
:307560949_4,14.40
:307560949_5,2.34
:307560949_9,2.34
:307560949_6,14.38
:307560949_7,7.87
:307560949_8,2.34
:307560949_10,8.30
:307560949_11,2.34
:307560966_0,9.02
:307560966_1,14.16
:307560966_2,4.67
:307560966_3,9.05
:307560966_4,14.36
:307560966_5,2.34
:307560966_9,2.34
:307560966_6,14.31
:307560966_7,5.84
:307560966_8,2.34
:307560966_10,8.33
:307560966_11,2.34
:307560975_0,14.36
:307560975_1,5.88
:307560975_2,2.34
:307560975_9,8.74
:307560975_10,2.34
:307560975_3,9.04
:307560975_4,14.35
:307560975_5,4.67
:307560975_6,9.65
:307560975_7,14.42
:307560975_8,2.34
:307560975_11,2.34
:307560976_0,9.04
:307560976_1,14.21
:307560976_2,4.67
:307560976_3,9.03
:307560976_4,14.41
:307560976_5,2.34
:307560976_9,2.34
:307560976_6,14.42
:307560976_7,5.95
:307560976_8,2.34
:307560976_10,8.26
:307560976_11,2.34
:307560981_0,4.67
:307560982_0,9.04
:307560982_1,14.33
:307560982_2,4.67
:307560982_3,9.28
:307560982_4,14.46
:307560982_5,2.34
:307560982_9,2.34
:307560982_6,14.57
:307560982_7,6.12
:307560982_8,2.34
:307560982_10,8.32
:307560982_11,2.34
:307560995_0,14.48
:307560995_1,6.00
:307560995_2,2.34
:307560995_9,8.25
:307560995_10,2.34
:307560995_3,9.10
:307560995_4,14.28
:307560995_5,4.67
:307560995_6,9.03
:307560995_7,14.43
:307560995_8,2.34
:307560995_11,2.34
:307560996_0,14.87
:307560996_1,5.46
:307560996_2,2.34
:307560996_9,9.67
:307560996_10,2.34
:307560996_3,11.35
:307560996_4,15.93
:307560996_5,4.67
:307560996_6,9.13
:307560996_7,14.90
:307560996_8,2.34
:307560996_11,2.34
:307561002_0,9.04
:307561002_1,14.22
:307561002_2,4.67
:307561002_3,9.38
:307561002_4,14.35
:307561002_5,2.34
:307561002_9,2.34
:307561002_6,14.23
:307561002_7,5.74
:307561002_8,2.34
:307561002_10,8.64
:307561002_11,2.34
:307561003_0,14.38
:307561003_1,5.83
:307561003_2,2.34
:307561003_9,8.42
:307561003_10,2.34
:307561003_3,9.25
:307561003_4,14.35
:307561003_5,4.67
:307561003_6,9.04
:307561003_7,14.40
:307561003_8,2.34
:307561003_11,2.34
:307561004_0,6.92
:307561004_1,5.23
:307561004_4,3.28
:307561004_2,5.60
:307561004_3,2.34
:307561004_5,2.34
:307561011_0,0.87
:307561020_0,9.66
:307561020_1,13.23
:307561020_2,4.67
:307561020_3,8.38
:307561020_4,14.20
:307561020_5,2.12
:307561020_9,3.01
:307561020_6,12.23
:307561020_7,6.21
:307561020_8,2.98
:307561020_10,6.88
:307561020_11,2.03
:307561035_0,9.26
:307561035_1,13.65
:307561035_2,4.67
:307561035_3,8.68
:307561035_4,13.39
:307561035_5,2.34
:307561035_9,2.34
:307561035_6,12.22
:307561035_7,5.04
:307561035_8,2.34
:307561035_10,8.27
:307561035_11,2.34
:307561049_0,5.01
:307561049_1,2.34
:307561049_4,2.34
:307561049_2,4.14
:307561049_3,2.34
:307561049_5,2.34
:307561073_0,16.13
:307561073_1,16.23
:307561073_2,2.44
:307561073_6,2.23
:307561073_3,14.64
:307561073_4,16.06
:307561073_5,2.34
:307561073_7,2.34
:307561091_0,8.77
:307561091_1,2.34
:307561091_5,2.34
:307561091_2,8.95
:307561091_3,9.00
:307561091_4,2.48
:307561091_6,2.20
:307561109_0,5.29
:307561109_1,9.66
:307561109_2,5.83
:307561109_3,4.67
:307561149_0,9.13
:307561149_1,14.40
:307561149_2,2.34
:307561149_9,2.34
:307561149_3,14.40
:307561149_4,5.93
:307561149_5,2.34
:307561149_10,8.33
:307561149_11,2.34
:307561149_6,9.03
:307561149_7,14.22
:307561149_8,4.67
:307561167_0,9.14
:307561167_1,18.57
:307561167_2,7.28
:307561167_3,2.34
:307561167_16,11.05
:307561167_17,2.34
:307561167_4,15.41
:307561167_5,18.79
:307561167_6,17.02
:307561167_7,4.67
:307561167_8,9.27
:307561167_9,18.60
:307561167_10,7.75
:307561167_11,2.34
:307561167_18,10.20
:307561167_19,2.34
:307561167_12,14.59
:307561167_13,18.28
:307561167_14,16.04
:307561167_15,4.67
:307561224_0,9.03
:307561224_1,14.38
:307561224_2,2.34
:307561224_9,2.34
:307561224_3,14.35
:307561224_4,5.83
:307561224_5,2.34
:307561224_10,8.37
:307561224_11,2.34
:307561224_6,9.13
:307561224_7,14.25
:307561224_8,4.67
:307561286_0,14.35
:307561286_1,5.84
:307561286_2,2.34
:307561286_9,8.35
:307561286_10,2.34
:307561286_3,9.11
:307561286_4,14.24
:307561286_5,4.67
:307561286_6,9.03
:307561286_7,14.38
:307561286_8,2.34
:307561286_11,2.34
:307561289_0,9.03
:307561289_1,14.22
:307561289_2,4.67
:307561289_3,9.07
:307561289_4,14.41
:307561289_5,2.34
:307561289_9,2.34
:307561289_6,14.43
:307561289_7,5.97
:307561289_8,2.34
:307561289_10,8.27
:307561289_11,2.34
:307561292_0,9.04
:307561292_1,14.40
:307561292_2,2.34
:307561292_9,2.34
:307561292_3,14.38
:307561292_4,5.80
:307561292_5,2.34
:307561292_10,8.47
:307561292_11,2.34
:307561292_6,9.33
:307561292_7,14.40
:307561292_8,4.67
:307561306_0,9.03
:307561306_1,14.45
:307561306_2,14.25
:307561306_3,4.67
:307561306_4,9.14
:307561306_5,14.42
:307561306_6,5.85
:307561306_7,2.34
:307561306_16,8.34
:307561306_17,2.34
:307561306_8,9.10
:307561306_9,14.56
:307561306_10,14.27
:307561306_11,4.67
:307561306_12,9.09
:307561306_13,14.46
:307561306_14,6.00
:307561306_15,2.34
:307561306_18,8.30
:307561306_19,2.34
:307561307_0,0.10
:307561307_1,0.10
:307561314_0,8.85
:307561314_1,10.85
:307561314_2,2.34
:307561314_6,2.34
:307561314_3,10.79
:307561314_4,3.96
:307561314_5,2.34
:307561314_7,7.55
:307561314_8,2.34
:307561324_0,11.08
:307561324_1,2.34
:307561324_6,2.34
:307561324_2,10.79
:307561324_3,2.34
:307561324_7,2.34
:307561324_4,8.58
:307561324_5,12.61
:307561325_0,14.34
:307561325_1,5.79
:307561325_2,2.34
:307561325_9,8.44
:307561325_10,2.34
:307561325_3,9.24
:307561325_4,14.32
:307561325_5,4.67
:307561325_6,9.03
:307561325_7,14.38
:307561325_8,2.34
:307561325_11,2.34
:307561326_0,9.04
:307561326_1,13.45
:307561326_2,2.34
:307561326_9,2.34
:307561326_3,11.39
:307561326_4,4.50
:307561326_5,2.16
:307561326_10,8.92
:307561326_11,2.51
:307561326_6,10.71
:307561326_7,14.40
:307561326_8,4.67
:307561338_0,6.38
:307561338_1,10.82
:307561338_2,8.63
:307561338_3,2.55
:307561338_4,2.13
:307561353_0,9.03
:307561353_1,14.36
:307561353_2,2.34
:307561353_9,2.34
:307561353_3,14.29
:307561353_4,5.76
:307561353_5,2.34
:307561353_10,8.42
:307561353_11,2.34
:307561353_6,9.15
:307561353_7,14.24
:307561353_8,4.67
:307561369_0,9.03
:307561369_1,14.22
:307561369_2,4.67
:307561369_3,9.06
:307561369_4,14.41
:307561369_5,2.34
:307561369_9,2.34
:307561369_6,14.44
:307561369_7,5.98
:307561369_8,2.34
:307561369_10,8.26
:307561369_11,2.34
:307561370_0,10.13
:307561370_1,5.51
:307561370_4,3.73
:307561370_2,8.18
:307561370_3,2.19
:307561370_5,2.49
:307561375_0,0.84
:307561380_0,14.40
:307561380_1,5.93
:307561380_2,2.34
:307561380_9,8.28
:307561380_10,2.34
:307561380_3,9.03
:307561380_4,14.20
:307561380_5,4.67
:307561380_6,9.05
:307561380_7,14.40
:307561380_8,2.34
:307561380_11,2.34
:307561381_0,6.97
:307561381_1,10.70
:307561381_2,9.31
:307561381_3,2.44
:307561381_4,2.23
:307561383_0,13.93
:307561383_1,5.77
:307561383_2,2.34
:307561383_9,8.85
:307561383_10,2.34
:307561383_3,9.04
:307561383_4,14.25
:307561383_5,4.67
:307561383_6,9.88
:307561383_7,14.29
:307561383_8,2.34
:307561383_11,2.34
:307561384_0,11.20
:307561384_1,4.00
:307561384_2,2.34
:307561384_6,7.75
:307561384_7,2.34
:307561384_3,9.03
:307561384_4,11.20
:307561384_5,2.34
:307561384_8,2.34
:307561394_0,11.20
:307561394_1,2.34
:307561394_6,2.34
:307561394_2,9.04
:307561394_3,11.78
:307561394_4,11.20
:307561394_5,2.34
:307561394_7,2.34
:307561395_0,8.65
:307561395_1,2.50
:307561395_4,2.18
:307561395_2,8.93
:307561395_3,13.75
:307561409_0,9.03
:307561409_1,14.45
:307561409_2,14.25
:307561409_3,4.67
:307561409_4,9.17
:307561409_5,14.44
:307561409_6,5.91
:307561409_7,2.34
:307561409_16,8.29
:307561409_17,2.34
:307561409_8,9.07
:307561409_9,14.54
:307561409_10,14.26
:307561409_11,4.67
:307561409_12,9.06
:307561409_13,14.44
:307561409_14,5.93
:307561409_15,2.34
:307561409_18,8.34
:307561409_19,2.34
:307561410_0,9.03
:307561410_1,14.59
:307561410_2,6.01
:307561410_3,2.34
:307561410_16,8.43
:307561410_17,2.34
:307561410_4,9.48
:307561410_5,14.80
:307561410_6,14.50
:307561410_7,4.69
:307561410_8,9.13
:307561410_9,14.58
:307561410_10,6.00
:307561410_11,2.34
:307561410_18,8.36
:307561410_19,2.34
:307561410_12,9.26
:307561410_13,14.59
:307561410_14,14.24
:307561410_15,4.67
:307561411_0,8.82
:307561411_1,10.71
:307561411_2,10.27
:307561417_0,6.15
:307561417_1,11.28
:307561417_2,12.18
:307561417_3,6.32
:307561417_4,12.12
:307561417_5,6.91
:307561417_6,11.87
:307561422_0,9.24
:307561422_1,14.47
:307561422_2,5.93
:307561422_3,2.34
:307561422_16,8.30
:307561422_17,2.34
:307561422_4,9.03
:307561422_5,14.60
:307561422_6,14.27
:307561422_7,4.67
:307561422_8,9.14
:307561422_9,14.48
:307561422_10,5.88
:307561422_11,2.34
:307561422_18,8.46
:307561422_19,2.34
:307561422_12,9.08
:307561422_13,14.51
:307561422_14,14.30
:307561422_15,4.68
:307561423_0,9.03
:307561423_1,14.19
:307561423_2,4.67
:307561423_3,9.14
:307561423_4,14.37
:307561423_5,2.34
:307561423_9,2.34
:307561423_6,14.32
:307561423_7,5.84
:307561423_8,2.34
:307561423_10,8.40
:307561423_11,2.34
:307561438_0,9.02
:307561438_1,14.35
:307561438_2,2.34
:307561438_9,2.34
:307561438_3,14.29
:307561438_4,5.81
:307561438_5,2.34
:307561438_10,8.34
:307561438_11,2.34
:307561438_6,9.05
:307561438_7,14.17
:307561438_8,4.67
:307561452_0,11.02
:307561452_1,11.04
:307561456_0,7.43
:307561456_1,7.43
:307561461_0,5.78
:307561461_1,5.86
:307561462_0,7.79
:307561462_1,7.00
:307561465_0,6.42
:307561465_1,6.46
:307561467_0,0.27
:307561467_1,0.39
:307561471_0,6.97
:307561471_1,2.17
:307561471_3,2.51
:307561471_2,7.36
:307561474_0,8.94
:307561474_1,8.97
:307561493_0,9.21
:307561493_1,15.41
:307561493_2,9.55
:307561493_9,3.14
:307561493_3,11.37
:307561493_4,15.97
:307561493_5,4.67
:307561493_6,10.70
:307561493_7,13.88
:307561493_8,2.55
:307561493_10,2.13
:307561521_0,0.10
:307561521_1,0.10
:307561528_0,0.17
:307561528_1,0.12
:307561535_0,6.19
:307561535_1,2.41
:307561535_4,2.41
:307561535_2,8.10
:307561535_3,2.48
:307561535_5,2.19
:307561537_0,9.04
:307561537_1,14.39
:307561537_2,2.34
:307561537_9,2.34
:307561537_3,14.36
:307561537_4,5.80
:307561537_5,2.34
:307561537_10,8.44
:307561537_11,2.34
:307561537_6,9.27
:307561537_7,14.36
:307561537_8,4.67
:307561546_0,14.23
:307561546_1,5.74
:307561546_2,2.34
:307561546_9,8.40
:307561546_10,2.34
:307561546_3,9.08
:307561546_4,14.17
:307561546_5,4.67
:307561546_6,9.02
:307561546_7,14.33
:307561546_8,2.34
:307561546_11,2.34
:307561560_0,14.49
:307561560_1,6.00
:307561560_2,2.34
:307561560_9,8.24
:307561560_10,2.34
:307561560_3,9.11
:307561560_4,14.28
:307561560_5,4.67
:307561560_6,9.03
:307561560_7,14.43
:307561560_8,2.34
:307561560_11,2.34
:307561561_0,14.40
:307561561_1,5.93
:307561561_2,2.34
:307561561_9,8.52
:307561561_10,2.34
:307561561_3,9.04
:307561561_4,14.29
:307561561_5,4.67
:307561561_6,9.39
:307561561_7,14.41
:307561561_8,2.34
:307561561_11,2.34
:307561565_0,3.27
:307561565_1,4.53
:307561565_2,2.34
:307561565_9,2.34
:307561565_3,3.56
:307561565_4,1.43
:307561565_5,2.34
:307561565_10,4.99
:307561565_11,2.34
:307561565_6,3.24
:307561565_7,8.21
:307561565_8,1.46
:307561571_0,9.04
:307561571_1,14.17
:307561571_2,4.67
:307561571_3,9.59
:307561571_4,14.27
:307561571_5,2.34
:307561571_9,2.34
:307561571_6,13.95
:307561571_7,5.76
:307561571_8,2.34
:307561571_10,8.67
:307561571_11,2.34
:307561592_0,14.08
:307561592_1,5.60
:307561592_2,2.34
:307561592_9,8.47
:307561592_10,2.34
:307561592_3,9.08
:307561592_4,14.12
:307561592_5,4.67
:307561592_6,8.98
:307561592_7,14.25
:307561592_8,2.34
:307561592_11,2.34
:307561608_0,14.39
:307561608_1,10.62
:307561608_6,3.60
:307561608_2,13.75
:307561608_3,4.67
:307561608_4,8.75
:307561608_5,2.34
:307561608_7,2.34
:307561610_0,10.75
:307561610_1,16.22
:307561610_2,6.71
:307561610_3,2.34
:307561610_16,9.25
:307561610_17,2.34
:307561610_4,9.09
:307561610_5,15.48
:307561610_6,16.13
:307561610_7,10.21
:307561610_8,9.06
:307561610_9,16.19
:307561610_10,6.12
:307561610_11,2.34
:307561610_18,8.72
:307561610_19,2.34
:307561610_12,9.32
:307561610_13,14.83
:307561610_14,15.54
:307561610_15,4.67
:307561616_0,0.99
:307561622_0,9.03
:307561622_1,11.19
:307561622_2,2.34
:307561622_6,2.34
:307561622_3,11.16
:307561622_4,3.96
:307561622_5,2.34
:307561622_7,7.79
:307561622_8,2.34
:307561633_0,11.08
:307561633_1,4.12
:307561633_2,2.34
:307561633_6,7.52
:307561633_7,2.34
:307561633_3,8.95
:307561633_4,11.01
:307561633_5,2.34
:307561633_8,2.34
:307561643_0,10.43
:307561643_1,2.34
:307561643_6,2.34
:307561643_2,8.69
:307561643_3,11.33
:307561643_4,10.55
:307561643_5,2.34
:307561643_7,2.34
:307561657_0,14.44
:307561657_1,5.95
:307561657_2,2.34
:307561657_9,8.28
:307561657_10,2.34
:307561657_3,9.10
:307561657_4,14.26
:307561657_5,4.67
:307561657_6,9.03
:307561657_7,14.41
:307561657_8,2.34
:307561657_11,2.34
:307561660_0,8.65
:307561660_1,2.52
:307561660_4,2.16
:307561660_2,9.23
:307561660_3,14.32
:307561664_0,13.35
:307561664_1,5.59
:307561664_2,2.34
:307561664_9,9.04
:307561664_10,2.34
:307561664_3,9.04
:307561664_4,14.11
:307561664_5,4.67
:307561664_6,10.20
:307561664_7,14.13
:307561664_8,2.34
:307561664_11,2.34
:307561668_0,8.82
:307561668_1,13.81
:307561668_2,4.67
:307561668_3,8.79
:307561668_4,13.95
:307561668_5,2.34
:307561668_9,2.34
:307561668_6,13.66
:307561668_7,5.68
:307561668_8,2.34
:307561668_10,8.11
:307561668_11,2.34
:307561669_0,9.51
:307561669_1,14.42
:307561669_2,2.34
:307561669_9,2.34
:307561669_3,14.41
:307561669_4,5.94
:307561669_5,2.34
:307561669_10,8.61
:307561669_11,2.34
:307561669_6,9.04
:307561669_7,14.33
:307561669_8,4.67
:307561670_0,9.04
:307561670_1,14.38
:307561670_2,4.67
:307561670_3,9.55
:307561670_4,14.46
:307561670_5,2.34
:307561670_9,2.34
:307561670_6,14.51
:307561670_7,6.05
:307561670_8,2.34
:307561670_10,8.56
:307561670_11,2.34
:307561681_0,9.04
:307561681_1,14.34
:307561681_2,4.67
:307561681_3,9.46
:307561681_4,14.43
:307561681_5,2.34
:307561681_9,2.34
:307561681_6,14.46
:307561681_7,6.00
:307561681_8,2.34
:307561681_10,8.53
:307561681_11,2.34
:307561703_0,8.30
:307561703_1,12.95
:307561703_2,2.34
:307561703_9,2.34
:307561703_3,11.84
:307561703_4,5.10
:307561703_5,2.34
:307561703_10,7.77
:307561703_11,2.34
:307561703_6,8.56
:307561703_7,13.05
:307561703_8,4.67
:307561713_0,14.19
:307561713_1,5.71
:307561713_2,2.34
:307561713_9,8.61
:307561713_10,2.34
:307561713_3,9.03
:307561713_4,14.19
:307561713_5,4.67
:307561713_6,9.31
:307561713_7,14.33
:307561713_8,2.34
:307561713_11,2.34
:307561722_0,9.03
:307561722_1,14.39
:307561722_2,2.34
:307561722_9,2.34
:307561722_3,14.36
:307561722_4,5.86
:307561722_5,2.34
:307561722_10,8.33
:307561722_11,2.34
:307561722_6,9.09
:307561722_7,14.22
:307561722_8,4.67
:307561723_0,6.30
:307561723_1,2.49
:307561723_4,2.18
:307561723_2,6.65
:307561723_3,5.96
:307561723_5,3.65
:307561730_0,6.16
:307561737_0,9.47
:307561737_1,5.38
:307561737_2,6.84
:307561737_3,6.97
:307561738_0,5.16
:307561738_1,9.81
:307561738_2,6.95
:307561738_4,5.12
:307561744_0,5.01
:307561744_1,9.60
:307561744_2,7.77
:307561744_3,9.41
:307561744_4,8.92
:307561744_5,4.67
:307561744_6,6.35
:307561744_7,9.42
:307561744_8,4.67
:307561745_0,9.55
:307561745_1,10.24
:307561745_2,4.67
:307561745_3,5.09
:307561745_4,10.33
:307561745_5,4.67
:307561745_6,5.04
:307561745_7,9.45
:307561745_8,4.67
:307561746_0,15.90
:307561746_1,15.33
:307561746_2,4.67
:307561746_3,10.45
:307561746_4,18.21
:307561746_5,4.67
:307561746_6,7.26
:307561746_7,13.12
:307561746_8,4.67
:307561749_0,15.26
:307561749_1,15.93
:307561749_2,4.67
:307561749_3,13.91
:307561749_4,20.50
:307561749_5,4.67
:307561749_6,7.97
:307561749_7,14.92
:307561749_8,4.67
:307561753_0,11.15
:307561753_1,11.11
:307561753_2,4.67
:307561753_3,5.43
:307561753_4,11.33
:307561753_5,4.67
:307561753_6,5.29
:307561753_7,10.02
:307561753_8,4.67
:307561756_0,7.51
:307561756_1,13.10
:307561756_2,4.67
:307561756_3,5.75
:307561756_4,10.29
:307561756_5,4.67
:307561756_6,10.54
:307561756_7,11.21
:307561756_8,4.67
:307561765_0,8.44
:307561765_1,8.30
:307561779_0,8.09
:307561779_1,8.13
:307561790_0,5.18
:307561790_1,2.86
:307561790_2,2.19
:307561790_11,7.97
:307561790_12,2.49
:307561790_3,5.21
:307561790_4,9.84
:307561790_5,4.67
:307561790_6,9.96
:307561790_7,3.35
:307561790_13,6.21
:307561790_8,10.66
:307561790_9,10.88
:307561790_10,4.67
:307561801_0,7.94
:307561801_1,13.71
:307561801_2,4.67
:307561801_3,5.92
:307561801_4,10.65
:307561801_5,4.67
:307561801_6,11.18
:307561801_7,11.68
:307561801_8,4.67
:307561826_0,7.09
:307561826_1,10.16
:307561826_2,4.67
:307561826_3,10.57
:307561826_4,12.72
:307561826_5,4.67
:307561826_6,5.65
:307561826_7,11.13
:307561826_8,4.67
:307561833_0,5.56
:307561833_1,11.07
:307561833_2,12.11
:307561833_3,4.67
:307561833_4,8.34
:307561833_5,11.52
:307561833_6,4.44
:307561833_7,2.34
:307561833_16,6.49
:307561833_17,2.34
:307561833_8,5.19
:307561833_9,11.86
:307561833_10,11.97
:307561833_11,4.67
:307561833_12,7.35
:307561833_13,11.51
:307561833_14,4.87
:307561833_15,2.34
:307561833_18,7.54
:307561833_19,2.34
:307561856_0,4.91
:307561856_1,5.92
:307561856_2,4.67
:307561856_3,5.36
:307561856_4,7.51
:307561856_5,4.67
:307561860_0,5.16
:307561860_1,8.13
:307561860_2,5.95
:307561860_3,4.67
:307561860_4,5.33
:307561860_5,4.67
:307561866_0,9.81
:307561866_1,10.40
:307561866_2,4.67
:307561866_3,5.35
:307561866_4,10.73
:307561866_5,4.67
:307561866_6,5.14
:307561866_7,9.55
:307561866_8,4.67
:307561884_0,5.05
:307561884_1,6.26
:307561884_2,4.67
:307561884_3,6.37
:307561884_4,7.81
:307561884_5,4.67
:307561891_0,5.10
:307561891_1,7.96
:307561891_2,6.17
:307561891_3,4.67
:307561891_4,6.09
:307561891_5,4.67
:307561916_0,10.13
:307561916_1,10.67
:307561916_2,4.67
:307561916_3,6.06
:307561916_4,11.59
:307561916_5,4.67
:307561916_6,5.35
:307561916_7,9.75
:307561916_8,4.67
