edge_id,length
:-17326_0,5.45
:-17326_1,9.69
:-17326_2,9.07
:-17326_3,3.86
:-17326_6,6.46
:-17326_4,6.89
:-17326_5,12.17
:-17330_0,5.03
:-17330_1,9.39
:-17330_2,9.16
:-17330_3,5.12
:-17330_6,5.12
:-17330_4,4.98
:-17330_5,10.15
:-17348_0,5.04
:-17348_1,9.37
:-17348_3,9.10
:-17348_5,4.15
:-17348_8,8.74
:-17348_6,5.18
:-17348_7,13.29
:-17350_0,5.65
:-17350_1,18.91
:-17350_3,5.19
:-17350_4,9.62
:-17350_7,9.74
:-17350_10,3.50
:-17350_11,12.29
:-17356_0,9.55
:-17356_2,5.36
:-17356_8,10.23
:-17356_3,5.45
:-17356_4,12.94
:-17356_5,6.63
:-17356_6,9.77
:-17360_0,5.12
:-17360_1,8.50
:-17360_2,5.96
:-17360_3,4.41
:-17360_6,4.89
:-17360_4,4.76
:-17360_5,8.51
:-17368_0,9.30
:-17368_1,5.17
:-17368_6,5.17
:-17368_2,5.00
:-17368_3,10.22
:-17368_4,5.07
:-17368_5,9.44
:-17380_0,5.44
:-17380_1,2.33
:-17380_2,3.01
:-17384_0,5.28
:-17384_1,9.32
:-17384_2,7.97
:-17384_3,4.20
:-17384_6,5.46
:-17384_4,6.54
:-17384_5,11.48
:-17396_0,5.04
:-17396_1,10.26
:-17396_2,4.99
:-17396_3,9.40
:-17396_4,9.21
:-17396_5,5.06
:-17396_6,5.12
:-1740_0,5.60
:-1740_1,16.75
:-1740_4,15.42
:-1740_7,3.24
:-1740_11,15.65
:-1740_8,10.15
:-1740_9,25.34
:-17402_0,9.53
:-17402_1,5.31
:-17402_6,5.07
:-17402_2,5.01
:-17402_3,10.34
:-17402_4,5.03
:-17402_5,9.51
:-17412_0,10.32
:-17412_1,5.93
:-17412_6,7.11
:-17412_2,5.67
:-17412_3,11.13
:-17412_4,7.37
:-17412_5,10.23
:-17420_0,5.00
:-17420_1,9.41
:-17420_2,9.23
:-17420_3,5.04
:-17420_6,5.15
:-17420_4,5.09
:-17420_5,10.33
:-17428_0,5.46
:-17428_1,11.99
:-17428_2,5.61
:-17428_3,10.56
:-17428_4,12.45
:-17428_5,6.28
:-17428_6,5.94
:-17436_0,5.80
:-17436_1,16.38
:-17436_2,13.19
:-17436_3,5.02
:-17436_4,10.34
:-17436_6,4.60
:-17436_14,8.96
:-17436_7,5.99
:-17436_8,16.64
:-17436_9,13.82
:-17436_10,5.13
:-17436_11,10.26
:-17436_13,4.86
:-17436_15,8.82
:-17472_0,5.24
:-17472_1,10.82
:-17472_4,6.14
:-17472_5,24.00
:-17472_6,15.65
:-17472_8,10.82
:-17472_11,2.33
:-17472_12,12.65
:-17482_0,6.75
:-17482_2,9.89
:-17484_0,11.29
:-17484_1,21.50
:-17484_2,20.34
:-17484_3,12.57
:-17484_4,6.58
:-17484_6,3.47
:-17484_7,16.60
:-17496_0,9.47
:-17496_1,5.02
:-17496_2,5.07
:-17512_0,9.27
:-17512_3,4.04
:-17512_11,11.99
:-17512_4,5.00
:-17512_5,17.40
:-17512_7,5.04
:-17512_8,9.42
:-17570_0,6.49
:-17570_1,4.95
:-17572_0,21.42
:-17572_1,20.67
:-17572_2,17.60
:-17572_3,7.08
:-17572_6,14.04
:-17572_4,6.57
:-17572_5,21.87
:-17592_0,9.52
:-17592_1,5.27
:-17592_6,5.07
:-17592_2,5.05
:-17592_3,10.39
:-17592_4,5.02
:-17592_5,9.51
:-17594_0,5.02
:-17594_1,6.37
:-17594_2,5.04
:-17594_3,9.54
:-17594_4,7.94
:-17594_5,6.26
:-17594_6,3.02
:-17594_7,4.90
:-17612_0,16.15
:-17612_3,6.03
:-17612_11,13.32
:-17612_4,5.11
:-17612_5,19.85
:-17612_7,5.88
:-17612_8,16.15
:-17624_0,5.23
:-17624_1,9.54
:-17624_2,9.60
:-17624_3,5.32
:-17624_6,5.32
:-17624_4,5.08
:-17624_5,10.39
:-17638_0,9.70
:-17638_1,25.05
:-17638_3,5.56
:-17638_4,17.09
:-17638_7,16.83
:-17638_10,3.95
:-17638_11,15.52
:-17662_0,9.77
:-17662_2,4.27
:-17662_10,11.96
:-17662_3,5.95
:-17662_4,19.33
:-17662_6,4.95
:-17662_7,14.37
:-17684_0,6.90
:-17684_1,32.14
:-17684_2,38.28
:-17684_4,16.26
:-17684_20,17.32
:-17684_5,5.89
:-17684_6,30.20
:-17684_7,36.56
:-17684_10,7.20
:-17684_21,16.63
:-17684_11,14.25
:-17684_12,29.19
:-17684_13,41.26
:-17684_14,18.05
:-17684_22,16.38
:-17684_15,18.19
:-17684_16,36.92
:-17684_18,15.62
:-17684_19,13.18
:-17684_23,23.01
:-17684_24,25.14
:-17704_0,5.86
:-17704_1,5.74
:-17706_0,4.97
:-17706_1,5.35
:-17720_0,5.01
:-17720_1,9.50
:-17720_2,9.50
:-17720_3,5.28
:-17720_6,5.05
:-17720_4,5.00
:-17720_5,10.32
:-17730_0,8.00
:-17730_2,3.96
:-17730_8,8.75
:-17730_3,4.93
:-17730_4,12.56
:-17730_5,4.97
:-17730_6,9.00
:-17732_0,10.07
:-17732_1,23.81
:-17732_3,5.86
:-17732_4,12.84
:-17732_7,12.68
:-17732_10,2.95
:-17732_11,14.55
:-17752_0,5.55
:-17752_1,16.26
:-17752_2,11.22
:-17752_3,7.77
:-17752_4,11.26
:-17752_5,5.01
:-17752_6,7.83
:-17788_0,5.20
:-17788_1,10.57
:-17788_2,5.06
:-17788_3,9.51
:-17788_4,9.51
:-17788_5,5.08
:-17788_6,5.26
:-17802_0,5.36
:-17802_1,10.78
:-17802_2,5.11
:-17802_3,9.55
:-17802_4,9.60
:-17802_5,5.16
:-17802_6,5.24
:-1782_0,7.97
:-1782_1,9.42
:-1782_3,7.90
:-1784_0,3.48
:-1784_1,1.14
:-17850_0,5.07
:-17850_1,10.37
:-17850_2,5.21
:-17850_3,9.53
:-17850_4,9.57
:-17850_5,5.30
:-17850_6,5.30
:-17858_0,14.03
:-17858_1,8.22
:-17858_9,7.35
:-17858_10,7.98
:-17858_3,5.82
:-17858_5,15.19
:-17858_6,8.66
:-17858_8,14.44
:-17878_0,5.06
:-17878_1,9.41
:-17878_4,9.19
:-17878_7,3.71
:-17878_11,12.07
:-17878_8,5.23
:-17878_9,17.96
:-17888_0,5.08
:-17888_1,10.51
:-17888_2,5.18
:-17888_3,9.61
:-17888_4,9.83
:-17888_5,5.54
:-17888_6,5.13
:-1790_0,0.98
:-1790_3,6.17
:-1790_1,8.54
:-1790_2,7.12
:-17958_0,14.42
:-17958_3,5.79
:-17958_11,14.10
:-17958_4,5.17
:-17958_5,19.17
:-17958_7,6.85
:-17958_8,15.68
:-17962_0,9.01
:-17962_1,4.90
:-17962_6,5.21
:-17962_2,4.95
:-17962_3,10.07
:-17962_4,4.97
:-17962_5,9.34
:-17978_0,4.70
:-17978_1,4.88
:-17978_2,8.62
:-17982_0,8.16
:-17982_1,3.71
:-17982_6,6.28
:-17982_2,7.00
:-17982_3,13.84
:-17982_4,5.82
:-17982_5,9.46
:-18002_0,9.53
:-18002_3,9.52
:-18002_6,5.67
:-18002_7,15.39
:-18016_0,8.83
:-18016_3,6.08
:-18016_11,12.91
:-18016_4,5.23
:-18016_5,16.37
:-18016_7,5.62
:-18016_8,9.74
:-18018_0,5.17
:-18018_1,7.99
:-18018_2,6.23
:-18018_3,6.29
:-18046_0,9.92
:-18046_2,4.72
:-18046_8,8.67
:-18046_3,5.05
:-18046_4,13.21
:-18046_5,5.12
:-18046_6,9.64
:-18068_0,5.02
:-18068_1,9.48
:-18068_2,9.43
:-18068_3,5.16
:-18068_6,5.16
:-18068_4,5.00
:-18068_5,10.29
:-18070_0,5.05
:-18070_1,9.86
:-18070_3,4.61
:-18070_14,8.60
:-18070_4,5.07
:-18070_5,16.18
:-18070_6,13.29
:-18070_7,5.04
:-18070_8,9.62
:-18070_10,4.52
:-18070_15,8.74
:-18070_11,5.38
:-18070_12,16.20
:-18070_13,13.12
:-18074_0,8.51
:-18074_1,13.00
:-18074_2,6.35
:-18074_12,8.16
:-18074_3,6.07
:-18074_4,11.99
:-18074_5,13.62
:-18074_6,10.49
:-18074_7,13.00
:-18074_8,5.49
:-18074_13,5.49
:-18074_9,5.16
:-18074_10,13.58
:-18074_11,13.33
:-18084_0,3.89
:-18084_1,2.63
:-18084_4,4.65
:-18084_2,5.04
:-18084_3,5.83
:-18106_0,5.62
:-18106_1,9.70
:-18106_4,9.98
:-18106_7,4.70
:-18106_11,12.57
:-18106_8,5.18
:-18106_9,17.34
:-18142_0,4.97
:-18142_1,6.90
:-18142_2,5.58
:-18142_3,9.81
:-18142_4,8.45
:-18142_5,6.67
:-18142_6,3.39
:-18142_7,4.94
:-18148_0,9.76
:-18148_1,5.16
:-18148_6,5.35
:-18148_2,5.59
:-18148_3,11.10
:-18148_4,5.19
:-18148_5,9.62
:-18156_0,9.49
:-18156_1,5.10
:-18156_6,5.23
:-18156_2,5.13
:-18156_3,10.48
:-18156_4,5.04
:-18156_5,9.50
:-18170_0,9.38
:-18170_1,5.19
:-18170_6,5.19
:-18170_2,5.01
:-18170_3,10.27
:-18170_4,5.09
:-18170_5,9.46
:-18180_0,7.38
:-18180_1,4.80
:-18180_6,5.01
:-18180_2,4.88
:-18180_3,9.25
:-18180_4,5.18
:-18180_5,8.88
:-18190_0,4.90
:-18190_1,3.93
:-18190_2,3.51
:-18190_3,3.74
:-18192_0,14.55
:-18192_2,8.76
:-18192_7,14.58
:-18192_3,7.06
:-18192_4,16.78
:-18192_5,13.24
:-18192_6,14.60
:-18196_0,8.91
:-18196_1,4.77
:-18196_6,5.26
:-18196_2,5.02
:-18196_3,10.14
:-18196_4,4.96
:-18196_5,9.31
:-1820_0,9.56
:-1820_2,4.81
:-1820_8,9.16
:-1820_3,5.16
:-1820_4,13.00
:-1820_5,5.55
:-1820_6,9.55
:-18220_0,4.78
:-18220_1,8.82
:-18220_2,7.25
:-18220_3,4.53
:-18220_6,4.66
:-18220_4,4.88
:-18220_5,9.39
:-18230_0,5.39
:-18230_1,10.42
:-18230_2,5.02
:-18230_3,9.21
:-18230_4,8.47
:-18230_5,4.69
:-18230_6,5.13
:-1824_0,9.18
:-1824_1,4.38
:-1824_6,5.90
:-1824_2,6.13
:-1824_3,11.45
:-1824_4,5.27
:-1824_5,9.53
:-18240_0,5.18
:-18240_1,10.47
:-18240_2,5.04
:-18240_3,9.45
:-18240_4,9.32
:-18240_5,5.03
:-18240_6,5.21
:-18252_0,4.99
:-18252_1,9.46
:-18252_2,9.39
:-18252_3,5.13
:-18252_6,5.14
:-18252_4,5.00
:-18252_5,10.29
:-18256_0,5.31
:-18256_1,3.22
:-18256_4,3.22
:-18256_2,4.83
:-18256_3,3.95
:-18256_5,3.46
:-18262_0,8.55
:-18262_1,25.00
:-18262_2,18.30
:-18262_3,5.11
:-18262_4,20.09
:-18262_7,5.78
:-18262_16,15.99
:-18262_8,11.41
:-18262_9,26.18
:-18262_10,22.72
:-18262_11,5.50
:-18262_12,19.93
:-18262_15,7.79
:-18262_17,13.84
:-1828_0,5.01
:-1828_1,9.50
:-1828_2,9.50
:-1828_3,5.25
:-1828_6,5.07
:-1828_4,5.05
:-1828_5,10.38
:-18288_0,5.65
:-18288_1,10.53
:-18288_2,10.69
:-18288_3,5.98
:-18288_4,10.20
:-18288_5,4.79
:-18288_12,6.34
:-18288_6,7.29
:-18288_7,12.35
:-18288_8,12.21
:-18288_9,5.46
:-18288_10,10.45
:-18288_11,6.11
:-18288_13,5.83
:-18302_0,9.44
:-18302_2,4.41
:-18302_8,8.64
:-18302_3,5.06
:-18302_4,13.17
:-18302_5,5.01
:-18302_6,9.48
:-18306_0,5.00
:-18306_1,12.96
:-18306_2,5.04
:-18306_3,9.39
:-18306_5,9.17
:-18306_7,4.39
:-18306_8,8.69
:-18308_0,5.20
:-18308_1,9.51
:-18308_2,9.30
:-18308_3,4.66
:-18308_6,5.64
:-18308_4,5.82
:-18308_5,11.17
:-1832_0,5.15
:-1832_1,1.68
:-18340_0,6.35
:-18340_1,9.28
:-18340_2,8.03
:-18340_3,5.24
:-18340_6,6.06
:-18340_4,5.23
:-18340_5,9.67
:-18346_0,4.97
:-18346_1,10.09
:-18346_2,4.95
:-18346_3,9.32
:-18346_4,8.95
:-18346_5,4.82
:-18346_6,5.22
:-18372_0,9.79
:-18372_1,15.72
:-18372_11,12.43
:-18372_12,7.38
:-18372_3,5.65
:-18372_4,17.80
:-18372_7,19.04
:-18372_10,4.65
:-18372_13,15.65
:-18402_0,5.04
:-18402_1,9.52
:-18402_2,9.55
:-18402_3,5.25
:-18402_6,5.11
:-18402_4,5.12
:-18402_5,10.49
:-18406_0,9.26
:-18406_1,24.93
:-18406_2,8.98
:-18406_16,9.91
:-18406_3,5.08
:-18406_4,20.32
:-18406_7,4.22
:-18406_17,16.06
:-18406_8,9.17
:-18406_9,25.32
:-18406_10,12.03
:-18406_18,12.54
:-18406_11,5.59
:-18406_12,20.22
:-18406_15,7.72
:-18406_19,14.16
:-18412_0,5.43
:-18412_1,5.00
:-18420_0,8.83
:-18420_1,10.81
:-18420_3,6.83
:-18420_5,3.05
:-18420_6,8.30
:-18432_0,5.16
:-18432_1,6.22
:-18474_0,5.03
:-18474_1,10.32
:-18474_2,10.85
:-18474_3,5.66
:-18474_4,10.15
:-18474_5,5.46
:-18474_12,5.69
:-18474_6,5.20
:-18474_7,9.91
:-18474_8,10.88
:-18474_9,6.11
:-18474_10,10.12
:-18474_11,5.22
:-18474_13,5.22
:-18476_0,5.06
:-18476_1,8.97
:-18476_2,7.32
:-18476_3,4.19
:-18476_6,5.04
:-18476_4,5.85
:-18476_5,10.56
:-18478_0,9.53
:-18478_1,5.23
:-18478_6,5.11
:-18478_2,5.10
:-18478_3,10.42
:-18478_4,5.02
:-18478_5,9.51
:-18504_0,9.85
:-18504_1,5.55
:-18504_6,5.55
:-18504_2,5.19
:-18504_3,10.55
:-18504_4,5.56
:-18504_5,9.65
:-18508_0,9.48
:-18508_1,5.33
:-18508_6,5.58
:-18508_2,5.14
:-18508_3,10.35
:-18508_4,5.51
:-18508_5,9.52
:-18514_0,9.50
:-18514_1,5.29
:-18514_6,5.08
:-18514_2,5.01
:-18514_3,10.32
:-18514_4,5.04
:-18514_5,9.50
:-18528_0,5.97
:-18528_1,2.85
:-18528_4,4.93
:-18528_2,5.01
:-18528_3,6.12
:-18544_0,9.35
:-18544_1,5.19
:-18544_6,5.19
:-18544_2,5.01
:-18544_3,10.25
:-18544_4,5.09
:-18544_5,9.45
:-18570_0,5.01
:-18570_1,10.29
:-18570_2,4.99
:-18570_3,9.46
:-18570_4,9.39
:-18570_5,5.12
:-18570_6,5.14
:-18608_0,8.27
:-18608_1,4.83
:-18608_6,4.87
:-18608_2,4.89
:-18608_3,9.75
:-18608_4,4.86
:-18608_5,9.11
:-18616_0,22.93
:-18616_3,8.63
:-18616_12,16.53
:-18616_13,15.10
:-18616_5,5.19
:-18616_6,23.98
:-18616_8,7.45
:-18616_9,22.92
:-18636_0,9.53
:-18636_1,5.41
:-18636_6,5.41
:-18636_2,5.12
:-18636_3,10.37
:-18636_4,5.41
:-18636_5,9.53
:-18668_0,9.36
:-18668_1,4.98
:-18668_6,5.30
:-18668_2,5.35
:-18668_3,10.69
:-18668_4,5.09
:-18668_5,9.47
:-18676_0,5.05
:-18676_1,10.08
:-18676_2,5.33
:-18676_3,9.34
:-18676_4,8.98
:-18676_5,4.90
:-18676_6,5.63
:-1868_0,7.38
:-1868_1,21.69
:-1868_3,5.20
:-1868_4,15.26
:-1868_7,12.56
:-1868_9,3.44
:-1868_10,13.88
:-18708_0,7.67
:-18708_3,4.63
:-18708_11,12.47
:-18708_4,5.16
:-18708_5,16.38
:-18708_7,5.60
:-18708_8,8.95
:-18730_0,6.10
:-18730_1,2.11
:-18730_2,3.60
:-18790_0,4.99
:-18790_1,6.60
:-18828_0,5.73
:-18828_1,9.37
:-18828_2,8.92
:-18828_3,4.88
:-18828_6,6.07
:-18828_4,5.15
:-18828_5,10.09
:-18840_0,7.43
:-18840_1,8.44
:-18840_2,7.13
:-18840_4,4.41
:-18840_7,11.22
:-18840_5,5.73
:-18840_6,11.13
:-18848_0,7.33
:-18848_2,15.49
:-18848_3,13.61
:-18848_4,14.84
:-18848_5,6.23
:-18848_6,13.35
:-18874_0,9.45
:-18874_1,5.13
:-18874_6,5.17
:-18874_2,5.04
:-18874_3,10.36
:-18874_4,5.01
:-18874_5,9.49
:-18878_0,9.05
:-18878_1,4.81
:-18878_6,5.30
:-18878_2,5.16
:-18878_3,10.36
:-18878_4,5.01
:-18878_5,9.36
:-18886_0,4.97
:-18886_1,7.39
:-18886_3,4.25
:-18886_4,3.50
:-18910_0,5.21
:-18910_1,9.61
:-18910_2,9.81
:-18910_3,5.54
:-18910_6,5.16
:-18910_4,5.09
:-18910_5,10.50
:-18924_0,9.88
:-18924_1,5.29
:-18924_6,5.28
:-18924_2,5.52
:-18924_3,11.07
:-18924_4,5.18
:-18924_5,9.65
:-18946_0,4.66
:-18946_1,8.64
:-18946_2,6.63
:-18946_3,4.44
:-18946_6,4.44
:-18946_4,4.67
:-18946_5,8.89
:-18962_0,10.42
:-18962_2,3.05
:-18962_8,10.67
:-18962_3,8.84
:-18962_4,17.45
:-18962_5,5.80
:-18962_6,11.27
:-18974_0,5.00
:-18974_1,7.00
:-18996_0,6.59
:-18996_1,8.08
:-18996_4,5.13
:-18996_5,23.13
:-18996_6,16.49
:-18996_8,8.44
:-18996_11,2.98
:-18996_12,11.59
:-19020_0,26.63
:-19020_1,26.67
:-19040_0,7.06
:-19040_2,5.14
:-19040_3,15.06
:-19040_4,5.14
:-19040_5,15.06
:-19040_7,4.98
:-19052_0,9.68
:-19052_3,4.19
:-19052_11,12.03
:-19052_4,5.03
:-19052_5,17.50
:-19052_7,5.09
:-19052_8,9.56
:-19056_0,5.22
:-19056_1,17.30
:-19056_3,5.77
:-19056_4,9.73
:-19056_7,10.01
:-19056_10,4.82
:-19056_11,12.72
:-19070_0,4.40
:-19070_1,4.31
:-19070_3,3.19
:-19070_2,4.27
:-19076_0,5.05
:-19076_1,9.55
:-19076_2,9.65
:-19076_3,5.39
:-19076_6,5.05
:-19076_4,5.03
:-19076_5,10.40
:-19096_0,5.40
:-19096_1,10.80
:-19096_2,5.11
:-19096_3,9.53
:-19096_4,9.53
:-19096_5,5.01
:-19096_6,5.36
:-1912_0,16.14
:-1912_3,5.91
:-1912_11,13.02
:-1912_4,5.06
:-1912_5,19.83
:-1912_7,5.48
:-1912_8,16.13
:-19124_0,6.23
:-19124_1,9.72
:-19124_3,9.73
:-19124_5,5.20
:-19124_8,9.81
:-19124_6,5.34
:-19124_7,13.03
:-19130_0,5.35
:-19130_1,13.26
:-19130_2,6.20
:-19130_3,9.88
:-19130_5,10.24
:-19130_7,5.34
:-19130_8,9.69
:-19144_0,5.16
:-19144_1,10.40
:-19144_2,5.57
:-19144_3,9.56
:-19144_4,9.56
:-19144_5,5.50
:-19144_6,5.50
:-19150_0,5.32
:-19150_1,9.52
:-19150_2,9.52
:-19150_3,5.36
:-19150_6,5.36
:-19150_4,5.09
:-19150_5,10.36
:-19164_0,15.44
:-19164_1,15.50
:-19168_0,9.49
:-19168_1,5.26
:-19168_6,5.06
:-19168_2,5.02
:-19168_3,10.34
:-19168_4,5.00
:-19168_5,9.50
:-19174_0,5.28
:-19174_1,17.06
:-19174_3,6.02
:-19174_4,9.65
:-19174_7,9.64
:-19174_10,4.96
:-19174_11,13.01
:-19210_0,7.81
:-19210_1,3.76
:-19210_4,5.25
:-19210_2,5.67
:-19210_3,6.81
:-19212_0,9.56
:-19212_1,4.34
:-19212_6,6.27
:-19212_2,6.84
:-19212_3,12.27
:-19212_4,5.48
:-19212_5,9.83
:-19244_0,9.37
:-19244_2,4.96
:-19244_8,9.60
:-19244_3,5.26
:-19244_4,12.88
:-19244_5,5.95
:-19244_6,9.55
:-19268_0,5.23
:-19268_1,9.68
:-19268_2,10.04
:-19268_3,5.69
:-19268_6,5.11
:-19268_4,5.11
:-19268_5,10.62
:-19314_0,5.05
:-19314_1,10.39
:-19314_2,5.02
:-19314_3,9.50
:-19314_4,9.51
:-19314_5,5.25
:-19314_6,5.08
:-19340_0,5.07
:-19340_1,15.96
:-19340_3,15.59
:-19340_5,5.73
:-19340_8,9.84
:-19340_6,5.78
:-19340_7,16.15
:-19346_0,14.48
:-19346_3,3.51
:-19346_12,11.97
:-19346_4,10.57
:-19346_5,14.66
:-19346_8,5.32
:-19346_9,24.86
:-19346_10,18.75
:-19358_0,9.49
:-19358_1,4.97
:-19358_6,5.38
:-19358_2,5.47
:-19358_3,10.86
:-19358_4,5.13
:-19358_5,9.52
:-19366_0,5.30
:-19366_1,10.84
:-19366_2,5.82
:-19366_3,9.82
:-19366_4,10.32
:-19366_5,5.98
:-19366_6,5.57
:-19388_0,9.50
:-19388_1,5.33
:-19388_6,6.48
:-19388_2,5.36
:-19388_3,10.49
:-19388_4,6.38
:-19388_5,9.69
:-19394_0,5.57
:-19394_1,9.78
:-19394_2,10.30
:-19394_3,5.94
:-19394_6,5.35
:-19394_4,5.23
:-19394_5,10.80
:-19400_0,5.57
:-19400_1,13.95
:-19400_2,5.15
:-19400_3,9.44
:-19400_5,9.21
:-19400_7,3.90
:-19400_8,8.96
:-19402_0,9.97
:-19402_2,6.37
:-19402_8,10.03
:-19402_3,5.59
:-19402_4,13.31
:-19402_5,6.88
:-19402_6,9.95
:-19442_0,5.13
:-19442_1,17.23
:-19442_2,14.88
:-19442_3,8.43
:-19442_4,12.24
:-19442_6,5.14
:-19442_14,9.52
:-19442_7,5.28
:-19442_8,17.43
:-19442_9,14.41
:-19442_10,6.57
:-19442_11,11.13
:-19442_13,4.22
:-19442_15,9.61
:-19480_0,5.19
:-19480_1,16.07
:-19480_3,9.76
:-19480_4,16.49
:-19480_5,14.85
:-19480_6,15.99
:-19480_8,6.36
:-19480_11,9.42
:-19480_9,5.02
:-19480_10,15.63
:-19482_0,4.89
:-19482_1,12.03
:-19482_2,4.98
:-19482_3,8.11
:-19482_4,6.67
:-19482_6,4.15
:-19482_7,8.32
:-19488_0,8.28
:-19488_1,15.52
:-19488_2,8.28
:-19488_3,15.52
:-19488_4,7.56
:-19492_0,5.57
:-19492_1,9.55
:-19492_2,9.55
:-19492_3,5.40
:-19492_6,5.60
:-19492_4,5.16
:-19492_5,10.40
:-19496_0,9.49
:-19496_1,5.25
:-19496_6,5.25
:-19496_2,5.04
:-19496_3,10.32
:-19496_4,5.15
:-19496_5,9.50
:-19526_0,7.33
:-19526_1,10.98
:-19526_2,5.66
:-19526_12,5.45
:-19526_3,5.19
:-19526_4,11.09
:-19526_5,11.48
:-19526_6,6.47
:-19526_7,10.76
:-19526_8,5.20
:-19526_13,6.37
:-19526_9,5.30
:-19526_10,10.61
:-19526_11,11.57
:-19538_0,9.82
:-19538_2,4.48
:-19538_8,8.68
:-19538_3,5.20
:-19538_4,13.50
:-19538_5,5.07
:-19538_6,9.61
:-1954_0,8.50
:-1954_1,4.17
:-1954_6,5.88
:-1954_2,7.30
:-1954_3,12.41
:-1954_4,5.51
:-1954_5,9.73
:-19540_0,6.28
:-19540_3,2.53
:-19540_8,11.47
:-19540_4,5.01
:-19540_5,6.23
:-19544_0,5.06
:-19544_1,4.63
:-19544_8,11.11
:-19544_2,5.49
:-19544_3,16.12
:-19544_5,16.12
:-19544_7,16.10
:-19554_0,5.62
:-19554_1,16.46
:-19554_2,6.67
:-19554_14,9.34
:-19554_3,5.05
:-19554_4,16.40
:-19554_6,6.57
:-19554_15,9.33
:-19554_7,5.29
:-19554_8,16.34
:-19554_9,6.21
:-19554_16,9.48
:-19554_10,5.01
:-19554_11,16.40
:-19554_13,6.40
:-19554_17,9.55
:-19566_0,9.02
:-19566_2,4.34
:-19566_8,8.71
:-19566_3,4.99
:-19566_4,12.90
:-19566_5,5.04
:-19566_6,9.34
:-19580_0,5.26
:-19580_1,9.51
:-19580_2,9.51
:-19580_3,5.32
:-19580_6,5.32
:-19580_4,5.08
:-19580_5,10.35
:-19584_0,5.73
:-19584_1,9.59
:-19584_2,9.59
:-19584_3,5.42
:-19584_6,5.76
:-19584_4,5.20
:-19584_5,10.44
:-19638_0,5.05
:-19638_1,9.35
:-19638_3,9.06
:-19638_5,4.36
:-19638_8,8.72
:-19638_6,5.00
:-19638_7,12.91
:-19640_0,7.16
:-19640_2,4.96
:-19640_3,14.48
:-19640_4,4.96
:-19640_5,14.48
:-19640_7,4.47
:-19644_0,5.00
:-19644_1,5.55
:-19652_0,6.04
:-19652_1,5.71
:-19652_2,5.00
:-19652_3,7.83
:-19654_0,9.24
:-19654_2,5.51
:-19654_8,8.83
:-19654_3,5.23
:-19654_4,12.27
:-19654_5,4.90
:-19654_6,9.42
:-19668_0,5.06
:-19668_1,10.00
:-19668_2,5.44
:-19668_3,9.29
:-19668_4,8.79
:-19668_5,4.76
:-19668_6,5.83
:-19694_0,5.76
:-19694_1,10.05
:-19694_2,5.38
:-19694_12,5.38
:-19694_3,5.11
:-19694_4,10.03
:-19694_5,10.78
:-19694_6,5.77
:-19694_7,10.03
:-19694_8,5.35
:-19694_13,5.35
:-19694_9,5.09
:-19694_10,10.05
:-19694_11,10.78
:-19718_0,9.53
:-19718_2,4.12
:-19718_8,8.88
:-19718_3,5.48
:-19718_4,13.86
:-19718_5,5.14
:-19718_6,9.54
:-19720_0,9.56
:-19720_1,5.40
:-19720_6,5.62
:-19720_2,5.17
:-19720_3,10.40
:-19720_4,5.58
:-19720_5,9.56
:-19722_0,7.93
:-19722_2,8.92
:-19722_3,15.80
:-19722_4,8.92
:-19722_5,15.80
:-19726_0,9.51
:-19726_1,5.37
:-19726_6,5.37
:-19726_2,5.10
:-19726_3,10.35
:-19726_4,5.34
:-19726_5,9.52
:-1974_0,0.26
:-1974_3,0.75
:-19742_0,9.70
:-19742_3,3.53
:-19742_11,12.27
:-19742_4,5.60
:-19742_5,18.81
:-19742_7,5.17
:-19742_8,9.60
:-19754_0,3.91
:-19754_4,5.16
:-19754_1,5.04
:-19754_2,5.44
:-19754_3,9.44
:-19772_0,9.50
:-19772_2,4.40
:-19772_8,8.66
:-19772_3,5.11
:-19772_4,13.27
:-19772_5,5.03
:-19772_6,9.50
:-19820_0,6.07
:-19820_1,19.78
:-19820_3,5.30
:-19820_4,9.85
:-19820_7,10.22
:-19820_10,3.33
:-19820_11,12.56
:-19844_0,4.89
:-19844_1,5.54
:-19844_3,4.17
:-19844_5,2.53
:-19844_6,8.08
:-19856_0,12.98
:-19856_2,5.77
:-19856_7,8.54
:-19856_3,5.22
:-19856_4,14.64
:-19856_5,4.86
:-19856_6,14.60
:-19876_0,5.44
:-19876_1,18.56
:-19876_3,5.14
:-19876_4,9.77
:-19876_7,10.27
:-19876_10,3.90
:-19876_11,12.17
:-19882_0,9.50
:-19882_1,5.26
:-19882_6,5.07
:-19882_2,5.04
:-19882_3,10.37
:-19882_4,5.01
:-19882_5,9.50
:-19894_0,8.02
:-19894_1,4.88
:-19894_6,4.88
:-19894_2,4.87
:-19894_3,9.57
:-19894_4,4.97
:-19894_5,9.04
:-1992_0,6.34
:-1992_1,20.51
:-1992_3,5.07
:-1992_4,15.19
:-1992_7,12.82
:-1992_9,3.97
:-1992_10,13.38
:-19926_0,19.55
:-19926_1,14.90
:-19926_3,12.24
:-19926_5,5.96
:-19926_6,14.50
:-19932_0,11.15
:-19932_3,19.01
:-19932_4,6.56
:-19932_5,11.58
:-19962_0,6.25
:-19962_3,7.63
:-19962_4,16.62
:-19962_6,8.21
:-19970_0,9.56
:-19970_2,4.82
:-19970_8,9.18
:-19970_3,5.16
